sbag - full ver: 0.42; Copyright (c) TZWorks LLC
	
	
"cmdline: <filelist> ... | sbag64.exe -pipe -base10 -pair_datetime -no_whitespace -csv -csv_separator |"

analyzing hive: f:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\registry\usrclass\232681.Donald.UsrClass.dat
regdate [UTC]|mru|modify date [UTC]|access date [UTC]|create date [UTC]|type|bag|file size|inode|seq#|full path|source subkey/value name|extra metadata|bag registry dates related to this entry
09/23/2013 19:22:18.179|<-| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Documents}\Shared Documents\|Shell\BagMRU\2\2\6|[1] Path* : C:\Users\Donald\Documents\Shared Documents; [2] Modified : 09/23/2013 18:19:00.000 [UTC]; [3] Name : Shared Documents; [4] Embedded Path : {CLSID_UsersFiles}\{CLSID_Documents}\Shared Documents; [5] Created : 09/23/2013 18:19:00.000 [UTC]; [6] Accessed : 09/23/2013 18:19:00.000 [UTC]|
09/23/2013 19:22:18.179|<-| | | |dir|94||||Desktop\{CLSID_Libraries}\{CLSID_Documents}\Shared Documents\Confidential Analysis Data\|Shell\BagMRU\2\2\6\0|[1] Path* : C:\Users\Donald\Documents\Shared Documents\Confidential Analysis Data; [2] Name : Confidential Analysis Data; [3] Modified : 09/23/2013 18:19:00.000 [UTC]; [4] Embedded Path : {CLSID_UsersFiles}\{CLSID_Documents}\Shared Documents\Confidential Analysis Data; [5] Created : 09/23/2013 18:19:00.000 [UTC]; [6] Accessed : 09/23/2013 18:19:00.000 [UTC]|09/23/2013 19:22:18.820
09/23/2013 19:22:18.179|| | | |dir|48||||Desktop\{CLSID_Libraries}\{CLSID_Documents}\VC Files\|Shell\BagMRU\2\2\2|[1] Path* : C:\Users\Donald\Documents\VC Files; [2] Created : 08/31/2013 03:53:22.000 [UTC]; [3] Modified : 08/31/2013 03:53:22.000 [UTC]; [4] Accessed : 08/31/2013 03:53:22.000 [UTC]; [5] Name : VC Files; [6] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\Documents\VC Files; [7] @shell32.dll,-21770|09/23/2013 19:22:18.539
09/23/2013 19:22:18.179|| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Documents}\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\|Shell\BagMRU\2\2\4|[1] Path* : C:\Users\Donald\Documents; [2] Name : My Documents; [3] Embedded Path : {CLSID_Libraries}\{CLSID_Documents}\knownfolder:{FDD39AD0-238F-46AF-ADB4-6C85480369C7}; [4] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAY0gAAQBRAAAAckHp0idV6cAlGxcNZXlOHQpRMXT2VpzBAAEAAAAAAAABAAAAAAAAAAAAAAAAAAAAsUAUAwHQB+TQDi66kGEiiNCAsCMw0ZGA8yQ6wFAAAAAAAAAAAAAAAAAAAAAAAAAMBQMAAAAAAgCDxGGwAQVzVmczBAOAgAAEAw7+qPQAziCDxGGqAAAAs0DAAAAAEAAAAAAAAAAAAAAAAAAAAQVAMHAlBgcAMHAAAAFAAFAxAAAAAAAKMUiYABAE9mbhxGZAAgOAgAAEAw7+qwQshhCDlIGqAAAAc6DAAAAAIAAAAAAAAAAAAAAAAAAAAARA8GAuBQYAwGAkBAAAYBAACQMAAAAAAgCDlIGRAARPNUVNVkfxAAAoBACAQAAv7rCDxGGKMUiYoCAAAQsPAAAAAgAAAAAAAAAAAAA+AAAAAAAEBwbAMGA1BQbAUGAuBAdAMHAAAAQAMHAoBQZAwGAsBwMAIDAuAAZAwGAsBALA0CAyAQMAcDA3AAMAAAAYAAAAMFAAAAHAAAABAAAAwBAAAAOAAAAAAAAAIFAAAAHAAAADAAAAArqY5HEAAAAXlmbk92dzhzXPNFADpDXVNXZyNHXE9mbhxGZcR0bjVXbl5GdzBAAQAAAAUAAAAaBAAAAJFAAAwBAAAwCAAAoQr509/4IvaUr0yWhINQaHnUAAAQlAAAAJAAAgmIAAAQMTB1UirIWGxLT4M0u8PxkmgZbO3GAAAABAAAAA8BAAAgLAAAATBQLAEDAtAQNA0CAyAQMA0CA3AQMAgDAxAgMAYDAyAAMAcDAtAQMAEDA3AQMAcDA3AQMAYDA4AwMA0CAxAwNAUDAwAAOAADA0AwNAQDA3AQLAEDAwAAMAEDAAAAAAAAAAAAAAAGAAAwAAAAoYBAAAAAAAAgYpZmcvNHdAAAAAAAAAAAASuKwrFR8vlEknxOXU+fq1rQPwuR5BMeE+SHJ9LlVu5tkrC8aRE/bJB5ZszFl/na9K0DsbUeAjHhv0RS/SZlbeDAAAAA; [5] Embedded Path : {CLSID_UsersFiles}\{CLSID_Documents}|
09/23/2013 19:22:18.179|<-| | | |dir|57||||Desktop\{CLSID_Libraries}\{CLSID_Documents}\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\NETFLIX SEC Filings\|Shell\BagMRU\2\2\4\0|[1] Path* : C:\Users\Donald\Documents\NETFLIX SEC Filings; [2] Created : 09/01/2013 16:42:58.000 [UTC]; [3] Modified : 09/01/2013 16:52:22.000 [UTC]; [4] Accessed : 09/01/2013 16:52:22.000 [UTC]; [5] Name : NETFLIX SEC Filings; [6] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\Documents\NETFLIX SEC Filings|09/23/2013 19:22:18.601
10/13/2013 10:39:23.978|| | | |dir|62||||Desktop\{CLSID_Libraries}\{CLSID_Music}\|Shell\BagMRU\2\4||09/23/2013 19:22:18.632
10/13/2013 10:39:23.978|| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Music}\|Shell\BagMRU\2\5||
09/23/2013 19:22:18.195|| | | |dir|63||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\|Shell\BagMRU\2\5\0|[1] Path* : C:\Users\Donald\Music\Xbox Music; [2] Name : Xbox Music; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music; [4] Created : 09/03/2013 01:48:54.000 [UTC]; [5] Modified : 09/03/2013 01:48:54.000 [UTC]; [6] Accessed : 09/03/2013 01:48:54.000 [UTC]|09/23/2013 19:22:18.632
09/23/2013 19:22:18.195|<-| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\|Shell\BagMRU\2\5\1|[1] Path* : C:\Users\Donald\Music\Xbox Music; [2] Name : Xbox Music; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music; [4] Created : 09/03/2013 01:48:54.000 [UTC]; [5] Modified : 09/03/2013 01:48:54.000 [UTC]; [6] Accessed : 09/03/2013 01:48:54.000 [UTC]|
09/23/2013 19:22:18.195|| | | |dir|64||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\Purchases\|Shell\BagMRU\2\5\1\0|[1] Path* : C:\Users\Donald\Music\Xbox Music\Purchases; [2] Name : Purchases; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music\Purchases; [4] Created : 09/03/2013 01:48:54.000 [UTC]; [5] Modified : 09/03/2013 02:08:04.000 [UTC]; [6] Accessed : 09/03/2013 02:08:04.000 [UTC]|09/23/2013 19:22:18.648; 09/23/2013 19:22:18.632
09/23/2013 19:22:18.195|<-| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\Purchases\|Shell\BagMRU\2\5\1\1|[1] Path* : C:\Users\Donald\Music\Xbox Music\Purchases; [2] Name : Purchases; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music\Purchases; [4] Created : 09/03/2013 01:48:54.000 [UTC]; [5] Modified : 09/03/2013 02:08:04.000 [UTC]; [6] Accessed : 09/03/2013 02:08:04.000 [UTC]|
09/23/2013 19:22:18.195|| | | |dir|65||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke\|Shell\BagMRU\2\5\1\1\0|[1] Path* : C:\Users\Donald\Music\Xbox Music\Purchases\Robin Thicke; [2] Name : Robin Thicke; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke; [4] Created : 09/03/2013 02:08:04.000 [UTC]; [5] Modified : 09/03/2013 02:08:04.000 [UTC]; [6] Accessed : 09/03/2013 02:08:04.000 [UTC]|09/23/2013 19:22:18.648
09/23/2013 19:22:18.195|<-| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke\|Shell\BagMRU\2\5\1\1\1|[1] Path* : C:\Users\Donald\Music\Xbox Music\Purchases\Robin Thicke; [2] Name : Robin Thicke; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke; [4] Created : 09/03/2013 02:08:04.000 [UTC]; [5] Modified : 09/03/2013 02:08:04.000 [UTC]; [6] Accessed : 09/03/2013 02:08:04.000 [UTC]|
09/23/2013 19:22:18.195|<-| | | |dir|66||||Desktop\{CLSID_Libraries}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke\Blurred Lines\|Shell\BagMRU\2\5\1\1\1\0|[1] Name : Blurred Lines; [2] Path* : C:\Users\Donald\Music\Xbox Music\Purchases\Robin Thicke\Blurred Lines; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Music}\Xbox Music\Purchases\Robin Thicke\Blurred Lines; [4] Created : 09/03/2013 02:08:04.000 [UTC]; [5] Modified : 09/03/2013 02:08:16.000 [UTC]; [6] Accessed : 09/03/2013 02:08:16.000 [UTC]|09/23/2013 19:22:18.648
10/13/2013 10:39:23.978|| | | |dir|50||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\|Shell\BagMRU\2\3||09/23/2013 19:22:18.554
10/13/2013 10:39:23.978|| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\|Shell\BagMRU\2\7||
09/23/2013 19:22:18.210|<-| | | |dir|84||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\Camera Roll\|Shell\BagMRU\2\7\2|[1] Path* : C:\Users\Donald\Pictures\Camera Roll; [2] Name : Camera Roll; [3] Embedded Path : {CLSID_UsersFiles}\{CLSID_Pictures}\Camera Roll; [4] Created : 09/03/2013 01:45:06.000 [UTC]; [5] Modified : 09/03/2013 01:45:24.000 [UTC]; [6] Accessed : 09/03/2013 01:45:24.000 [UTC]|09/23/2013 19:22:18.773
09/23/2013 19:22:18.210|| | | |dir|74||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\Funnies\|Shell\BagMRU\2\7\0|[1] Path* : C:\Users\Donald\Pictures\Funnies; [2] Created : 09/18/2013 18:43:48.000 [UTC]; [3] Modified : 09/18/2013 18:43:48.000 [UTC]; [4] Accessed : 09/18/2013 18:43:48.000 [UTC]; [5] Name : Funnies; [6] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\Pictures\Funnies; [7] @shell32.dll,-21779|09/23/2013 19:22:18.710
09/23/2013 19:22:18.179|| | | |dir|52||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\Public Pictures\|Shell\BagMRU\2\3\1|[1] Path* : C:\Users\Public\Pictures; [2] Created : 07/26/2012 08:13:00.000 [UTC]; [3] Modified : 07/26/2012 08:13:02.000 [UTC]; [4] Accessed : 07/26/2012 08:13:02.000 [UTC]; [5] Embedded Path : {CLSID_Libraries}\{CLSID_Pictures}\knownfolder:{B6EBFB86-6907-413C-9AF7-4FC2ABF07CC5}; [6] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAY0gAAQBRAAAAkBL1fnBr1cAOcZI5ZwaNHgDXGSeGsWzBAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAEXAUAwHQB+TQDi66kGEiiNCAsCMw0ZGA8yQ6wFAAAAAAAAAAAAAAAAAAAAAAAAAMBQMAAAAAAgCDxGGwAQVzVmczBAOAgAAEAw7+qPQAziCDxGGqAAAAs0DAAAAAEAAAAAAAAAAAAAAAAAAAAQVAMHAlBgcAMHAAAAFAgHAxAAAAAAAKMEJOGBAQVnYsl2YAAgYAgAAEAw7+qPQAziCDRijqAAAA09DAAAAAEAAAAAAAAAAAAAOAAAAAAAUAUHAiBAbAkGAjBAAAAEAzBAaAUGAsBAbAMDAyAgLAQGAsBAbAwCAtAgMAEDA4AQMAYDAAAgFA4HAxAAAAAAA6DUoBFBAQl2Y0VnclNHAAYGAIAABA8uv6DEoBpPQhGkKAAAAj/AAAAAABAAAAAAAAAAAAwDAAAAAAAFApBwYAQHA1BgcAUGAzBAAAAEAzBAaAUGAsBAbAMDAyAgLAQGAsBAbAwCAtAgMAEDA4AAMAIDAAAAGAAAASBAAAwBAAAQAAAAAcAAAAgDAAAAAAAAARBAAAwBAAAwAAAAAwqKW+BBAAAwVp5GZvd3c481TTBwQ6wVVzVmczxFU1JGbpNGXQl2Y0VnclNHAAABAAAQBAAAo2AAAA8WAAAAHAAAALAAAga4+rb7BpxTQae/TCvK88V8bBAAAVCAAAkAAAAaiAAAAxMFUTJuiYZEvMhzQ7y/ETaCmt5cbAAAAEAAAAAwHAAAAuAAAAMFAtAQMA0CA1AQLAIDAxAQLAcDAxAAOAEDAyAgNAIDAwAwNA0CAxAQMAcDAxAwNAcDAxAgNAgDAzAQLAEDA3AQNAADA4AAMAQDA3AANAcDAtAQMAADAwAQMAAAAAAAAAAAAAAAYAAAADAAAgiFAAAAAAAAAilmZy92c0BAAAAAAAAAAAI5qAvWEx/WSQeG7cR5/pW/dUwSamJh4R47ZgiItAkETSuKwrFR8vlEknxOXU+fq1fHFskmZSIeE+eGoISLAJxEAAAAA; [7] Embedded Path : {CLSID_MyComputer}\C:\Users\Public\Pictures; [8] @shell32.dll,-21816; [9] @shell32.dll,-21802|09/23/2013 19:22:18.554
09/23/2013 19:22:18.179|<-| | | |dir|51||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\{33E28130-4E1E-4676-835A-98395C3BC3BB}\|Shell\BagMRU\2\3\0|[1] Path* : C:\Users\Donald\Pictures; [2] Name : My Pictures; [3] Embedded Path : {CLSID_Libraries}\{CLSID_Pictures}\knownfolder:{33E28130-4E1E-4676-835A-98395C3BC3BB}; [4] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAY0gAAQBRAAAAckHp0idV6cA/p+aNZXlOHwfqvWT2VpzBAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAkUAUAwHQB+TQDi66kGEiiNCAsCMw0ZGA8yQ6wFAAAAAAAAAAAAAAAAAAAAAAAAAMBQMAAAAAAgCDxGGwAQVzVmczBAOAgAAEAw7+qPQAziCDxGGqAAAAs0DAAAAAEAAAAAAAAAAAAAAAAAAAAQVAMHAlBgcAMHAAAAFAAFAxAAAAAAAKMUiYABAE9mbhxGZAAgOAgAAEAw7+qwQshhCDlIGqAAAAc6DAAAAAIAAAAAAAAAAAAAAAAAAAAARA8GAuBQYAwGAkBAAAYBA+BQMAAAAAAgCDlIGRAAUpNGd1JXZzBAAmBACAQAAv7rCDxGGKMUiYoCAAAwqPAAAAAgAAAAAAAAAAAAA8AAAAAAAQBQaAMGA0BQdAIHAlBwcAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAwNAcDA5AAAAgBAAAgUAAAAcAAAAEAAAAAHAAAA4AAAAAAAAAQUAAAAcAAAAMAAAAAsqilfQAAAAcVauR2b3NHOf90UAMkOcV1clJ3ccR0buFGbkxFUpNGd1JXZzBAAQAAAAUAAAA6JAAAAHFAAAwBAAAwCAAAowEo4z4hT2Z0gahZOctzw7eUAAAQlAAAAJAAAgmIAAAQMTB1UirIWGxLT4M0u8PxkmgZbO3GAAAABAAAAA8BAAAgLAAAATBQLAEDAtAQNA0CAyAQMA0CA3AQMAgDAxAgMAYDAyAAMAcDAtAQMAEDA3AQMAcDA3AQMAYDA4AwMA0CAxAwNAUDAwAAOAADA0AwNAQDA3AQLAEDAwAAMAEDAAAAAAAAAAAAAAAGAAAwAAAAoYBAAAAAAAAgYpZmcvNHdAAAAAAAAAAAASuKwrFR8vlEknxOXU+fq1vQPwuR5BMeE+SHJ9LlVu5tkrC8aRE/bJB5ZszFl/na9L0DsbUeAjHhv0RS/SZlbeDAAAAA; [5] Embedded Path : {CLSID_UsersFiles}\{CLSID_Pictures}|09/23/2013 19:22:18.554
09/23/2013 19:22:18.210|| | | |dir|||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\{33E28130-4E1E-4676-835A-98395C3BC3BB}\|Shell\BagMRU\2\7\1|[1] Path* : C:\Users\Donald\Pictures; [2] Name : My Pictures; [3] Embedded Path : {CLSID_Libraries}\{CLSID_Pictures}\knownfolder:{33E28130-4E1E-4676-835A-98395C3BC3BB}; [4] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAY0gAAQBRAAAAckHp0idV6cA/p+aNZXlOHwfqvWT2VpzBAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAkUAUAwHQB+TQDi66kGEiiNCAsCMw0ZGA8yQ6wFAAAAAAAAAAAAAAAAAAAAAAAAAMBQMAAAAAAgCDxGGwAQVzVmczBAOAgAAEAw7+qPQAziCDxGGqAAAAs0DAAAAAEAAAAAAAAAAAAAAAAAAAAQVAMHAlBgcAMHAAAAFAAFAxAAAAAAAKMUiYABAE9mbhxGZAAgOAgAAEAw7+qwQshhCDlIGqAAAAc6DAAAAAIAAAAAAAAAAAAAAAAAAAAARA8GAuBQYAwGAkBAAAYBA+BQMAAAAAAgCDlIGRAAUpNGd1JXZzBAAmBACAQAAv7rCDxGGKMUiYoCAAAwqPAAAAAgAAAAAAAAAAAAA8AAAAAAAQBQaAMGA0BQdAIHAlBwcAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAwNAcDA5AAAAgBAAAgUAAAAcAAAAEAAAAAHAAAA4AAAAAAAAAQUAAAAcAAAAMAAAAAsqilfQAAAAcVauR2b3NHOf90UAMkOcV1clJ3ccR0buFGbkxFUpNGd1JXZzBAAQAAAAUAAAA6JAAAAHFAAAwBAAAwCAAAowEo4z4hT2Z0gahZOctzw7eUAAAQlAAAAJAAAgmIAAAQMTB1UirIWGxLT4M0u8PxkmgZbO3GAAAABAAAAA8BAAAgLAAAATBQLAEDAtAQNA0CAyAQMA0CA3AQMAgDAxAgMAYDAyAAMAcDAtAQMAEDA3AQMAcDA3AQMAYDA4AwMA0CAxAwNAUDAwAAOAADA0AwNAQDA3AQLAEDAwAAMAEDAAAAAAAAAAAAAAAGAAAwAAAAoYBAAAAAAAAgYpZmcvNHdAAAAAAAAAAAASuKwrFR8vlEknxOXU+fq1vQPwuR5BMeE+SHJ9LlVu5tkrC8aRE/bJB5ZszFl/na9L0DsbUeAjHhv0RS/SZlbeDAAAAA; [5] Embedded Path : {CLSID_UsersFiles}\{CLSID_Pictures}|
09/23/2013 19:22:18.195|<-| | | |dir|79||||Desktop\{CLSID_Libraries}\{CLSID_Pictures}\{33E28130-4E1E-4676-835A-98395C3BC3BB}\Funnies\|Shell\BagMRU\2\7\1\0|[1] Path* : C:\Users\Donald\Pictures\Funnies; [2] Created : 09/18/2013 18:43:48.000 [UTC]; [3] Modified : 09/19/2013 16:57:26.000 [UTC]; [4] Accessed : 09/19/2013 16:57:26.000 [UTC]; [5] Name : Funnies; [6] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\Pictures\Funnies|09/23/2013 19:22:18.726
10/13/2013 10:39:23.978|| | | |dir|45||||Desktop\{CLSID_Libraries}\{CLSID_Videos}\|Shell\BagMRU\2\1||09/23/2013 19:22:18.523
10/23/2013 03:09:17.069|<-| | | |dir|5||||Desktop\{CLSID_MyComputer}\|Shell\BagMRU\1||10/19/2013 01:49:54.017; 09/23/2013 19:22:18.539
10/22/2013 21:41:53.935|| |09/23/2013 18:17:24|09/23/2013 18:17:24|dir|104||194366|12|Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\|Shell\BagMRU\1\3|[1] ASGARD~1.COM; [2] {CLSID_Shortcuts}|10/21/2013 18:23:05.194; 09/23/2013 21:01:57.787; 09/23/2013 21:01:42.125
10/18/2013 02:20:06.587||10/13/2013 10:10:46|10/13/2013 10:10:46|10/13/2013 10:10:46|dir|185||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\Asgard Documents\|Shell\BagMRU\1\3\2||10/18/2013 02:19:47.371
10/18/2013 02:20:06.587||07/22/2013 05:00:52|07/22/2013 05:00:52|07/22/2013 05:00:52|dir|187||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\IWConvertedForms\|Shell\BagMRU\1\3\3||10/18/2013 02:19:58.485; 10/18/2013 02:19:58.282
10/18/2013 02:20:06.587||07/22/2013 05:01:20|07/22/2013 05:01:20|07/22/2013 05:01:20|dir|134||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\m\|Shell\BagMRU\1\3\1||10/07/2013 08:30:27.468; 10/07/2013 08:30:27.451
10/18/2013 02:20:06.587|<-|09/21/2013 22:00:00|09/21/2013 22:00:00|07/22/2013 05:01:22|dir|105||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\Shared Documents\|Shell\BagMRU\1\3\0||10/18/2013 02:19:51.221; 09/23/2013 21:01:57.586
10/18/2013 02:20:09.461|<-|09/26/2013 17:12:40|09/26/2013 17:12:40|09/26/2013 17:11:06|dir|135||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\Shared Documents\Business Plans\|Shell\BagMRU\1\3\0\0||10/18/2013 02:20:10.165; 10/07/2013 08:31:19.335
10/13/2013 09:15:02.474|<-|09/26/2013 17:12:20|09/26/2013 17:12:20|09/26/2013 17:11:06|dir|145||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\Shared Documents\Business Plans\In Review - NOT FOR RELEASE\|Shell\BagMRU\1\3\0\0\0||10/18/2013 02:20:13.199; 10/13/2013 09:15:02.474
10/18/2013 02:20:09.461||10/13/2013 12:40:18|10/13/2013 12:40:18|10/13/2013 12:40:18|dir|186||||Desktop\{CLSID_MyComputer}\asgardventurecapital.sharepoint.com\Shared Documents\Startups\|Shell\BagMRU\1\3\0\1||10/18/2013 02:19:54.460; 10/18/2013 02:19:54.390
10/22/2013 21:41:53.935|| | | |dir|12||||Desktop\{CLSID_MyComputer}\C:\|Shell\BagMRU\1\1||09/23/2013 19:22:18.273
10/20/2013 22:21:09.148||10/04/2013 17:41:58|10/04/2013 17:41:58|10/04/2013 17:41:58|dir|131||11087|286|Desktop\{CLSID_MyComputer}\C:\drivers\|Shell\BagMRU\1\1\6||10/04/2013 17:43:58.570; 10/04/2013 17:43:57.804; 10/04/2013 17:43:31.555
10/04/2013 17:43:33.644|<-|10/04/2013 17:42:08|10/04/2013 17:42:08|10/04/2013 17:41:58|dir|132||11088|280|Desktop\{CLSID_MyComputer}\C:\drivers\Conexant Audio Driver\|Shell\BagMRU\1\1\6\0||10/04/2013 17:43:33.645
10/20/2013 22:21:09.148||10/19/2013 20:00:56|10/19/2013 20:00:56|10/19/2013 20:00:56|dir|190||19936|9|Desktop\{CLSID_MyComputer}\C:\New folder\|Shell\BagMRU\1\1\7||10/19/2013 20:00:59.610
10/20/2013 22:21:09.148||08/12/2013 01:02:20|08/12/2013 01:02:20|07/26/2012 05:38:00|dir|29||3725|1|Desktop\{CLSID_MyComputer}\C:\Program Files (x86)\|Shell\BagMRU\1\1\2|[1] @shell32.dll,-21817|09/23/2013 19:22:18.398
09/23/2013 19:22:18.148|<-|06/02/2013 03:46:56|06/02/2013 03:46:56|06/02/2013 03:46:56|dir|30||105731|10|Desktop\{CLSID_MyComputer}\C:\Program Files (x86)\Microsoft Office\|Shell\BagMRU\1\1\2\0||09/23/2013 19:22:18.414
09/23/2013 19:22:18.148|<-|08/12/2013 01:02:08|08/12/2013 01:02:08|06/02/2013 03:46:56|dir|31||105732|10|Desktop\{CLSID_MyComputer}\C:\Program Files (x86)\Microsoft Office\Office15\|Shell\BagMRU\1\1\2\0\0||09/23/2013 19:22:18.414
10/20/2013 22:21:09.148||08/12/2013 01:00:08|08/12/2013 01:00:08|07/26/2012 05:38:00|dir|26||76|1|Desktop\{CLSID_MyComputer}\C:\Program Files\|Shell\BagMRU\1\1\1|[1] @shell32.dll,-21781|09/23/2013 19:22:18.382
09/23/2013 19:22:18.148|<-|08/12/2013 01:00:14|08/12/2013 01:00:14|08/12/2013 01:00:08|dir|27||114741|6|Desktop\{CLSID_MyComputer}\C:\Program Files\Microsoft Office 15\|Shell\BagMRU\1\1\1\0||09/23/2013 19:22:18.398; 09/23/2013 19:22:18.382
09/23/2013 19:22:18.148||08/12/2013 01:00:14|08/12/2013 01:00:14|08/12/2013 01:00:08|dir|28||114745|6|Desktop\{CLSID_MyComputer}\C:\Program Files\Microsoft Office 15\ClientX64\|Shell\BagMRU\1\1\1\0\0||09/23/2013 19:22:18.398
09/23/2013 19:22:18.148|<-|08/12/2013 01:01:10|08/12/2013 01:01:10|08/12/2013 01:00:14|dir|33||115209|6|Desktop\{CLSID_MyComputer}\C:\Program Files\Microsoft Office 15\root\|Shell\BagMRU\1\1\1\0\1||09/23/2013 19:22:18.445; 09/23/2013 19:22:18.429
09/23/2013 19:22:18.148|<-|08/12/2013 01:01:18|08/12/2013 01:01:18|08/12/2013 01:00:14|dir|34||115215|6|Desktop\{CLSID_MyComputer}\C:\Program Files\Microsoft Office 15\root\office15\|Shell\BagMRU\1\1\1\0\1\0||09/23/2013 19:22:18.445
09/23/2013 19:22:18.148||07/26/2012 07:51:10|07/26/2012 07:51:10|07/26/2012 08:13:00|dir|82||169|1|Desktop\{CLSID_MyComputer}\C:\Program Files\Windows Mail\|Shell\BagMRU\1\1\1\1||09/23/2013 19:22:18.757
10/20/2013 22:21:09.148|| | | |dir|||||Desktop\{CLSID_MyComputer}\C:\ProgramData\|Shell\BagMRU\1\1\3||
09/23/2013 19:22:18.148|<-| | | |dir|||||Desktop\{CLSID_MyComputer}\C:\ProgramData\Microsoft\|Shell\BagMRU\1\1\3\0||
09/23/2013 19:22:18.148|<-| | | |dir|||||Desktop\{CLSID_MyComputer}\C:\ProgramData\Microsoft\Windows\|Shell\BagMRU\1\1\3\0\0||
09/23/2013 19:22:18.148|<-| | | |dir|||||Desktop\{CLSID_MyComputer}\C:\ProgramData\Microsoft\Windows\Start Menu\|Shell\BagMRU\1\1\3\0\0\0||
09/23/2013 19:22:18.148|<-|08/12/2013 01:02:06|08/12/2013 01:02:06|07/26/2012 08:13:00|dir|||3854|1|Desktop\{CLSID_MyComputer}\C:\ProgramData\Microsoft\Windows\Start Menu\Programs\|Shell\BagMRU\1\1\3\0\0\0\0|[1] @shell32.dll,-21782|
09/23/2013 19:22:18.148|<-|08/12/2013 01:01:18|08/12/2013 01:01:18|08/12/2013 01:00:48|dir|32||117000|6|Desktop\{CLSID_MyComputer}\C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Office 2013\|Shell\BagMRU\1\1\3\0\0\0\0\0||09/23/2013 19:22:18.429
10/20/2013 22:21:09.148|<-|08/10/2013 03:03:24|08/10/2013 03:03:24|07/26/2012 05:38:00|dir|216||3915|1|Desktop\{CLSID_MyComputer}\C:\Users\|Shell\BagMRU\1\1\0||08/01/2013 19:22:33.269; 08/01/2013 19:22:33.253; 08/01/2013 19:22:31.534
08/01/2013 19:22:31.534|<-|08/12/2013 01:02:20|08/12/2013 01:02:20|08/10/2013 03:03:24|dir|139||4007|2|Desktop\{CLSID_MyComputer}\C:\Users\Donald\|Shell\BagMRU\1\1\0\0||10/12/2013 17:34:33.688; 08/01/2013 19:22:35.879
