sbag - full ver: 0.42; Copyright (c) TZWorks LLC
	
	
"cmdline: <filelist> ... | sbag64.exe -pipe -base10 -pair_datetime -no_whitespace -csv -csv_separator |"

analyzing hive: f:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\registry\usrclass\232681.Donald.UsrClass.dat
regdate [UTC]|mru|modify date [UTC]|access date [UTC]|create date [UTC]|type|bag|file size|inode|seq#|full path|source subkey/value name|extra metadata|bag registry dates related to this entry
10/17/2013 16:53:50.961|| | | |dir|121||||Desktop\{CLSID_OtherUsers}\Donald Blake\BIFROST\|Shell\BagMRU\9\1\0\0|[1] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms; [2] Created : 08/10/2013 03:04:18.000 [UTC]; [3] Modified : 10/01/2013 18:51:46.000 [UTC]; [4] Accessed : 10/01/2013 18:51:44.000 [UTC]; [5] @shell32.dll,-21813; [6] @shell32.dll,-34575|10/01/2013 18:57:04.699
10/17/2013 16:53:50.961|<-| | | |dir|122||||Desktop\{CLSID_OtherUsers}\Donald Blake\BIFROST\|Shell\BagMRU\9\1\0\1|[1] Embedded Path : {CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms; [2] Created : 08/10/2013 03:04:18.000 [UTC]; [3] Modified : 10/01/2013 18:51:48.000 [UTC]; [4] Accessed : 10/01/2013 18:51:46.000 [UTC]; [5] @shell32.dll,-21813; [6] @shell32.dll,-34584|10/01/2013 18:57:14.364
10/21/2013 19:52:12.420|| | | |dir|152||||Desktop\{CLSID_OtherUsers}\Donald Blake\BIFROST\|Shell\BagMRU\9\1\0|[1] Name : BIFROST|10/17/2013 16:53:50.964; 10/17/2013 16:53:50.962
10/21/2013 19:52:12.420|<-| | | |dir|219||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\|Shell\BagMRU\9\1\1\0|[1] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\dblak_000\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms; [2] Created : 10/01/2013 18:44:34.000 [UTC]; [3] Modified : 10/21/2013 19:50:36.000 [UTC]; [4] Accessed : 10/21/2013 19:50:36.000 [UTC]; [5] \\VALHALLA\Users; [6] Microsoft Network; [7] @shell32.dll,-34575|10/21/2013 19:52:12.420
10/21/2013 19:52:12.420|<-| | | |dir|||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\|Shell\BagMRU\9\1\1|[1] Name : VALHALLA|
10/21/2013 19:52:34.430|<-| | | |dir|225||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\Public Documents\|Shell\BagMRU\9\1\1\0\0|[1] Path* : \\VALHALLA\Users\Public\Documents; [2] Created : 08/22/2013 15:36:32.000 [UTC]; [3] Modified : 10/21/2013 19:47:29.000 [UTC]; [4] Accessed : 10/21/2013 19:47:30.000 [UTC]; [5] Embedded Path : {CLSID_OtherUsers}\Donald Blake\VALHALLA; [6] Name : Donald Blake; [7] Name : VALHALLA; [8] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\dblak_000\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms; [9] Created : 10/01/2013 18:44:34.000 [UTC]; [10] Modified : 10/21/2013 19:50:36.000 [UTC]; [11] Accessed : 10/21/2013 19:50:36.000 [UTC]; [12] \\VALHALLA\Users; [13] Microsoft Network; [14] @shell32.dll,-34575; [15] url : \\VALHALLA\Users\Public\Documents; [16] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAYkgCAQDRAAAAYGep+VTf6cAlt07fZpzOHQZL9+XW6szBAAEAAAAAAAABAAAAAAAAAAAAAAAAAAAAIFAAAAHAAAACAAAAAAAAAAAAAAAcAAAAEEAAAQJAAAACAAAAQBAAAAAAAAAAAgAAwFXWFETIFETMFEXVNVRSNFAQVnYsl2YcR0bjVXbl5GdzBwvBAAAMAAAgSBAfgVDawC8h4LUDhIszdG/W+OPzCAAA0KA7+6k78JAEAAAAAAAtAAAAEzUQN1cDVuC+OUrPVI5pxthzgpbRAAAAsAAAAAALAAAA8//AAAAAAAABBAAAEzUQNFMxXytvfkGQUa8CAGjeuOrlAAAAoAAAAAAfAAAAkAAAAgVAEEAMBASAEEAMBATAEEAAAAAAAAAAAQLAAAAxMFUTpDp969s3M4QReORYqdKVuaEAAAADAAAAAwEAAAAAAAAAAAAAAAAAAAAAAgFAMMAAwFXWFETIFETMFEXVNXZyNHAUBQMAAAAAAAAAAAAQAAU1JGbpNGAA4DAJAABA8uvAAAAAAAAAAgLAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAUAUHAiBAbAkGAjBAAAYBAECQMAAAAAAQVD9enRAARPNUVNVkfxAAAsBQCAQAAv7rFDBJfVN07d6CAAAQ7sRAAAAwAAAAAAAAAAAAACBAAAAAAbmKlAQEAvBwYAUHAtBQZA4GA0BwcAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAAOAADAxAAAAgBAAAAFDAAABAAAgyFXWFETIFETMFEXVNXZyNHXQVnYsl2YcR0bjVXbl5GdzBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAcBAXAYFABBATAgEABBATAwEABBAXAUFAzBQZAIHAzBAXAAFA1BgYAwGApBwYAwFAEBwbAMGA1BQbAUGAuBAdAMHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAQBAAAouAAAAUbAAAAHAAAALAAAg+KJI1O5cjaRBKO/5VGC2QTtBAAAvJAAAkAAAA6YCAAAxMFUTJuiYZEvMhzQ7y/ETaCmt5ccAAAAEAAAAAwHAAAAvAAAAMFAtAQMA0CA1AQLAIDAxAQLAMDAwAANAcDA0AAMAcDAxAwNAIDAtAgMAgDA5AgMAgDAzAAOAQDA2AgNA0CAxAANAEDA2AQMAMDA0AQMAUDAxAQLAEDAwAAMAgDAAAAAA0BAAAgAAAAAAgEAAAQVbOvka+GWLRJyehS2j/qS5GAAAMAAAAAARABAAcaAAAAFA8BUg/E0gouOpBhoYjAArADMdmBAvMkOcBAAAAAAAAAAAAAAAAAAAAAAAAAeAEDAAAAAAQ1QbzQEAU1clJ3cAQGAJAABA8uvWMEisR1QbzgLAAAA6yGBAAAADAAAAAAAAAAAAoDAAAAAAcaOHDQVAMHAlBgcAMHAAAAQAMHAoBQZAwGAsBwMAIDAuAAZAwGAsBALA0CAyAQMAgDAxAwMAAAAUAAfAEDAAAAAAQ1Qi0QEAAVdixWajBAAmBQCAQAAv7rFDhIbUNkIN4CAAAw6sRAAAAwAAAAAAAAAAAAA8AAAAAAAvVlvAAFA1BgYAwGApBwYAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAAOAEDA2AAAAYBAECQMAAAAAAQVD9enRAARPNUVNVkfxAAAsBQCAQAAv7rFDBJfVN07d6CAAAQ7sRAAAAwAAAAAAAAAAAAACBAAAAAAbmKlAQEAvBwYAUHAtBQZA4GA0BwcAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAAOAADAxAAAAgBAAAAAAAAAAAAAAAAYAAAADAAAgiFAAAAAAAAA2FGboFGbsFGAAAAAAAAAA4BOZSz1SajQfmcejfn8Dpw+QqzWLmz4R4rgAow9EM4UegTm0ctk2I0nJn343J/QKsPk6s1i5MeE+KIAKcPBDOFAAAAA; [17] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Documents; [18] Modified : 10/21/2013 19:47:30.000 [UTC]; [19] @shell32.dll,-21801|10/21/2013 19:52:58.153
10/21/2013 19:53:53.912|| | | |dir|223||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\Public Documents\Articles\|Shell\BagMRU\9\1\1\0\0\0|[1] Path* : \\VALHALLA\Users\Public\Documents\Articles; [2] Name : Articles; [3] Created : 10/21/2013 19:46:56.000 [UTC]; [4] Modified : 10/21/2013 19:46:55.238 [UTC]; [5] Accessed : 10/21/2013 19:46:56.000 [UTC]; [6] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Documents\Articles; [7] Modified : 10/21/2013 19:46:56.000 [UTC]; [8] \\VALHALLA\Users; [9] @shell32.dll,-21801|10/21/2013 19:52:34.430
10/21/2013 19:53:53.912|| | | |dir|227||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\Public Documents\Lean startup\|Shell\BagMRU\9\1\1\0\0\1|[1] Path* : \\VALHALLA\Users\Public\Documents\Lean startup; [2] Created : 10/21/2013 19:46:56.000 [UTC]; [3] Modified : 10/21/2013 19:47:24.902 [UTC]; [4] Accessed : 10/21/2013 19:47:26.000 [UTC]; [5] Name : Lean startup; [6] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Documents\Lean startup; [7] Modified : 10/21/2013 19:47:26.000 [UTC]; [8] \\VALHALLA\Users; [9] @shell32.dll,-21801|10/21/2013 19:52:59.799
10/21/2013 19:53:53.912|<-| | | |dir|229||||Desktop\{CLSID_OtherUsers}\Donald Blake\VALHALLA\Public Documents\Templates\|Shell\BagMRU\9\1\1\0\0\2|[1] Path* : \\VALHALLA\Users\Public\Documents\Templates; [2] Created : 10/21/2013 19:47:28.000 [UTC]; [3] Modified : 10/21/2013 19:47:28.923 [UTC]; [4] Accessed : 10/21/2013 19:47:30.000 [UTC]; [5] Name : Templates; [6] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Documents\Templates; [7] Modified : 10/21/2013 19:47:30.000 [UTC]; [8] \\VALHALLA\Users; [9] @shell32.dll,-21801|10/21/2013 19:53:53.912
10/21/2013 19:52:12.186|| | | |dir|124||||Desktop\{CLSID_OtherUsers}\Jordan Boone\|Shell\BagMRU\9\2|[1] Name : Jordan Boone|10/01/2013 19:01:14.960
10/21/2013 19:52:12.186|| | | |dir|||||Desktop\{CLSID_OtherUsers}\Jordan Boone\|Shell\BagMRU\9\3|[1] Name : Jordan Boone|
10/21/2013 19:49:53.940|<-| | | |dir|125||||Desktop\{CLSID_OtherUsers}\Jordan Boone\JOTUMHEIM\|Shell\BagMRU\9\3\0|[1] Name : JOTUMHEIM|10/21/2013 19:49:55.863; 10/01/2013 20:15:20.026; 10/01/2013 20:15:20.025
10/17/2013 16:53:53.597|<-| | | |dir|153||||Desktop\{CLSID_OtherUsers}\Jordan Boone\JOTUMHEIM\|Shell\BagMRU\9\3\0\0|[1] Embedded Path : {CLSID_ComputersAndDevices}\JOTUMHEIM\Users\jboon_000\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms; [2] Created : 10/01/2013 20:12:00.000 [UTC]; [3] Modified : 10/01/2013 20:13:30.000 [UTC]; [4] Accessed : 10/01/2013 20:13:30.000 [UTC]; [5] \\JOTUMHEIM\Users; [6] Microsoft Network; [7] @shell32.dll,-34575|10/17/2013 16:53:53.598; 10/17/2013 16:53:53.597
10/21/2013 19:49:53.940|| | | |dir|154||||Desktop\{CLSID_OtherUsers}\Jordan Boone\VALHALLA\|Shell\BagMRU\9\3\1|[1] Name : VALHALLA|10/17/2013 18:56:03.577; 10/17/2013 18:56:03.576
10/21/2013 19:52:12.186|| | | |dir|181||||Desktop\{CLSID_OtherUsers}\Rob Lee\|Shell\BagMRU\9\4|[1] Name : Rob Lee|10/18/2013 01:40:03.615
10/21/2013 19:52:12.186|| | | |dir|||||Desktop\{CLSID_OtherUsers}\Rob Lee\|Shell\BagMRU\9\0|[1] Name : Rob Lee|
10/01/2013 18:56:59.738|<-| | | |dir|118||||Desktop\{CLSID_OtherUsers}\Rob Lee\VALHALLA\|Shell\BagMRU\9\0\0|[1] Name : VALHALLA|10/01/2013 18:56:59.739; 10/01/2013 18:56:59.738
10/01/2013 18:57:00.072|<-| | | |dir|||||Desktop\{CLSID_OtherUsers}\Rob Lee\VALHALLA\|Shell\BagMRU\9\0\0\0|[1] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\rob\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms; [2] Created : 01/23/2013 20:42:10.000 [UTC]; [3] Modified : 10/01/2013 18:42:54.000 [UTC]; [4] Accessed : 10/01/2013 18:42:54.000 [UTC]; [5] \\VALHALLA\Users; [6] Microsoft Network; [7] @shell32.dll,-34620|
10/01/2013 18:57:00.073|<-| | | |dir|||||Desktop\{CLSID_OtherUsers}\Rob Lee\VALHALLA\Public Videos\|Shell\BagMRU\9\0\0\0\0|[1] Path* : \\VALHALLA\Users\Public\Videos; [2] Created : 07/26/2012 08:13:00.000 [UTC]; [3] Modified : 01/24/2013 17:48:58.000 [UTC]; [4] Accessed : 01/24/2013 17:48:58.000 [UTC]; [5] Embedded Path : {CLSID_OtherUsers}\Rob Lee\VALHALLA; [6] Name : Rob Lee; [7] Name : VALHALLA; [8] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\rob\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms; [9] Created : 01/23/2013 20:42:10.000 [UTC]; [10] Modified : 10/01/2013 18:42:54.000 [UTC]; [11] Accessed : 10/01/2013 18:42:54.000 [UTC]; [12] \\VALHALLA\Users; [13] Microsoft Network; [14] @shell32.dll,-34620; [15] url : \\VALHALLA\Users\Public\Videos; [16] serializedLink : MBAAAEAFCAAAAAAAADAAAAAAAYkgCAQBRAAAAkBL1fnBr1cAyWH7Usl+NHgs1xOFbpfzBAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAA8EAAAAHAAAACAAAAAAAAAAAAAAAcAAAAEEAAAQJAAAACAAAAQBAAAAAAAAAAAgAAwFXWFETIFETMFEXVNVRSNFAQVnYsl2YcZVakV2bzBA7BAAAMAAAgSBAfgVDawC8h4LUDhIszdG/W+OPzCAAA0KA7+6k78JAEAAAAAAAtAAAAEzUQN1cDVuC+OUrPVI5pxthzgpbRAAAAsAAAAAALAAAA8//AAAAAAAABBAAAEzUQNFMxXytvfkGQUa8CAGjeuOrlAAAAoAAAAAAfAAAAkAAAAgVAEEAMBASAEEAMBATAEEAAAAAAAAAAAQLAAAAxMFUTpDp969s3M4QReORYqdKVuaEAAAADAAAAAwEAAAAAAAAAAAAAAAAAAAAAAwKAMcAFzFXWFETIFETMFEXVNXZyNHANl2Yy92cvZGdg4UZ0d3bytGAAIAA4BQMAAAAAAAOCdzjRAAU1JGbpNGAAIGAIAABA8uv6DEwsgjQ38oKAAAAKMRAAAAADAAAAAAAAAAAAgDAAAAAAAFA1BgYAwGApBwYAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAAOAEDA2AAAAYBA4BQMAAAAAAAOC1hjRAgVpRWZvNHAAIGAIAABA8uv6DEoBhjQd4oKAAAARMRAAAAADAAAAAAAAAAAAgDAAAAAAYFApBAZAUGAvBwcAAAAABwcAgGAlBAbAwGAzAgMA4CAkBAbAwGAsAQLAIDAxAAOAADA0AAAAYBAAAAFDAAABAAAgyFXWFETIFETMFEXVNXZyNHXQVnYsl2YcZVakV2bzBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAcBAXAYFABBATAgEABBATAwEABBAXAUFAzBQZAIHAzBAXAAFA1BgYAwGApBwYAwFAWBQaAQGAlBwbAMHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAQBAAAo3AAAAIeAAAAHAAAALAAAgqDGAQShhtfSiitS5oCYrMq4BAAAbJAAAkAAAA6TCAAAxMFUTJuiYZEvMhzQ7y/ETaCmt5ccAAAAEAAAAAwHAAAAvAAAAMFAtAQMA0CA1AQLAIDAxAQLAMDAwAANAcDA0AAMAcDAxAwNAIDAtAgMAgDA5AgMAgDAzAAOAQDA2AgNA0CAxAANAEDA2AQMAMDA0AQMAUDAxAQLAEDAwAAMAEDAAAAAA0BAAAgAAAAAAgEAAAQVbOvka+GWLRJyehS2j/qSlGAAAMAAAAAARABAAMZAAAAFA8BUg/E0gouOpBhoYjAArADMdmBAvMkOcBAAAAAAAAAAAAAAAAAAAAAAAAAdAEDAAAAAA8kQIoZEAU1clJ3cAAGAIAABA8uv6DEws8kQIopKAAAAgLRAAAAADAAAAAAAAAAAAYDAAAAAAUFAzBQZAIHAzBAAAAEAzBAaAUGAsBAbAMDAyAgLAQGAsBAbAwCAtAgMAEDA4AQMAMDAAAAFAgHAxAAAAAAA4I0NPGBAQVnYsl2YAAgYAgAAEAw7+qPQAzCOCdzjqAAAAowEBAAAAMAAAAAAAAAAAAAOAAAAAAAUAUHAiBAbAkGAjBAAAAEAzBAaAUGAsBAbAMDAyAgLAQGAsBAbAwCAtAgMAEDA4AQMAYDAAAgFAgHAxAAAAAAA4IUHOGBAWlGZl92cAAgYAgAAEAw7+qPQgGEOC1hjqAAAAExEBAAAAMAAAAAAAAAAAAAOAAAAAAgVAkGAkBQZA8GAzBAAAAEAzBAaAUGAsBAbAMDAyAgLAQGAsBAbAwCAtAgMAEDA4AAMAQDAAAgFAAAAAAAAAAAAAAAAgBAAAMAAAAKWAAAAAAAAAYXYshWYsxWYAAAAAAAAAAgH4kJNXLpNC9Zy5N+dyPkCBgHn84kZiHhvmBgC3TwgT5BOZSz1SajQfmcejfn8DpQA4xJPOZm4R4rZAow9EM4UAAAAAA; [17] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Videos; [18] @shell32.dll,-21816; [19] @shell32.dll,-21804|
10/01/2013 18:57:00.075|<-| | | |dir|120||||Desktop\{CLSID_OtherUsers}\Rob Lee\VALHALLA\Public Videos\Sample Videos\|Shell\BagMRU\9\0\0\0\0\0|[1] Path* : \\VALHALLA\Users\Public\Videos\Sample Videos; [2] Created : 07/14/2009 05:32:40.000 [UTC]; [3] Modified : 07/14/2009 04:54:24.327 [UTC]; [4] Accessed : 07/14/2009 05:32:40.000 [UTC]; [5] Name : Sample Videos; [6] Embedded Path : {CLSID_ComputersAndDevices}\VALHALLA\Users\Public\Videos\Sample Videos; [7] Modified : 07/14/2009 04:54:26.000 [UTC]; [8] \\VALHALLA\Users; [9] Microsoft Network; [10] @shell32.dll,-21816; [11] @shell32.dll,-21804|10/01/2013 18:57:00.076
10/23/2013 03:09:17.069|| | | |dir|55||||Desktop\{CLSID_RecentPlaces}\|Shell\BagMRU\5||10/21/2013 18:03:13.900; 09/23/2013 19:22:18.601; 09/23/2013 19:22:18.585
10/23/2013 03:09:17.069|| | | |dir|||||Desktop\{CLSID_RecycleBin}\|Shell\BagMRU\13||
10/22/2013 16:59:33.329||10/21/2013 19:55:48|10/21/2013 19:55:48|10/21/2013 19:55:40|dir|261||47078|7|Desktop\{CLSID_RecycleBin}\$REMAANA\|Shell\BagMRU\13\2|[1] Embedded Path : C:\Users\Donald\SkyDrive\Documents\Articles [orig path/file]; [2] Modified : 10/21/2013 19:59:21.145 [UTC]; [3] C:\$RECYCLE.BIN\S-1-5-21-718126207-1171771683-1750804747-1001\$REMAANA [recycle path/file]|10/22/2013 16:58:27.621; 10/22/2013 16:58:27.620
10/22/2013 16:59:33.329||10/19/2013 20:00:56|10/19/2013 20:00:56|10/19/2013 20:00:56|dir|259||19936|9|Desktop\{CLSID_RecycleBin}\$RFCAT94.old\|Shell\BagMRU\13\0|[1] Embedded Path : C:\windows.old [orig path/file]; [2] Modified : 10/19/2013 20:08:11.444 [UTC]; [3] C:\$RECYCLE.BIN\S-1-5-21-718126207-1171771683-1750804747-1001\$RFCAT94.old [recycle path/file]|10/22/2013 16:58:01.750; 10/22/2013 16:58:01.749
10/22/2013 16:59:33.329|<-|10/21/2013 19:55:28|10/21/2013 19:55:28|10/21/2013 19:55:24|dir|263||21705|37|Desktop\{CLSID_RecycleBin}\$RR8X579\|Shell\BagMRU\13\4|[1] Embedded Path : C:\Users\Donald\SkyDrive\Documents\Templates [orig path/file]; [2] Modified : 10/21/2013 19:59:21.192 [UTC]; [3] C:\$RECYCLE.BIN\S-1-5-21-718126207-1171771683-1750804747-1001\$RR8X579 [recycle path/file]|10/22/2013 16:59:33.330
10/22/2013 16:59:33.329||08/01/2013 19:21:14|08/01/2013 19:21:14|08/08/2013 19:17:00|dir|262||48220|4|Desktop\{CLSID_RecycleBin}\$RR981U0\|Shell\BagMRU\13\3|[1] Embedded Path : C:\Users\Donald\Dropbox [orig path/file]; [2] Modified : 08/01/2013 19:22:43.240 [UTC]; [3] C:\$RECYCLE.BIN\S-1-5-21-718126207-1171771683-1750804747-1001\$RR981U0 [recycle path/file]|10/22/2013 16:58:30.467
10/22/2013 16:59:33.329||10/21/2013 19:55:46|10/21/2013 19:55:46|10/21/2013 19:55:28|dir|260||24687|2181|Desktop\{CLSID_RecycleBin}\$RS2E26R\|Shell\BagMRU\13\1|[1] Embedded Path : C:\Users\Donald\SkyDrive\Documents\Workshop [orig path/file]; [2] Modified : 10/21/2013 19:59:21.114 [UTC]; [3] C:\$RECYCLE.BIN\S-1-5-21-718126207-1171771683-1750804747-1001\$RS2E26R [recycle path/file]|10/22/2013 16:58:09.795
10/23/2013 03:09:17.069|| | | |dir|188||||Desktop\{CLSID_Search}\|Shell\BagMRU\11|[1] AutolistCacheKey : Imported Pictures and Videos0|10/19/2013 19:48:06.372
10/23/2013 03:09:17.069|| | | |dir|191||||Desktop\{CLSID_Search}\|Shell\BagMRU\12|[1] AutolistCacheKey : Search Results in Administrative Tools0|10/19/2013 20:07:39.041
10/23/2013 03:09:17.069|| | | |dir|96||||Desktop\{CLSID_SkyDrive}\|Shell\BagMRU\10||09/23/2013 19:52:14.969; 09/23/2013 19:52:10.590
10/22/2013 16:39:35.329||09/23/2013 19:49:02|09/23/2013 19:49:02|08/12/2013 01:11:04|dir|98||127282|3|Desktop\{CLSID_SkyDrive}\Documents\|Shell\BagMRU\10\1||10/22/2013 16:39:32.872; 10/21/2013 20:00:15.435; 10/21/2013 18:50:46.533; 10/21/2013 18:38:23.311; 10/17/2013 19:23:30.209; 10/01/2013 02:17:53.410; 10/01/2013 02:11:28.938
10/21/2013 20:05:25.591|<-|10/21/2013 19:55:48|10/21/2013 19:55:48|10/21/2013 19:55:40|dir|233||47078|7|Desktop\{CLSID_SkyDrive}\Documents\Articles\|Shell\BagMRU\10\1\7||10/21/2013 20:05:40.985; 10/21/2013 20:05:40.953; 10/21/2013 19:56:38.237
10/21/2013 20:05:25.591||10/21/2013 18:50:44|10/21/2013 18:50:44|10/21/2013 18:50:44|dir|209||45234|9|Desktop\{CLSID_SkyDrive}\Documents\Key Files\|Shell\BagMRU\10\1\3||10/21/2013 19:55:32.332; 10/21/2013 18:50:49.183; 10/21/2013 18:50:49.181
10/21/2013 20:05:25.591||10/21/2013 19:56:02|10/21/2013 19:56:02|10/21/2013 19:55:48|dir|232||47196|3|Desktop\{CLSID_SkyDrive}\Documents\Lean startup\|Shell\BagMRU\10\1\6||10/21/2013 19:56:09.579
10/21/2013 20:05:25.591||10/13/2013 10:39:02|10/13/2013 10:39:02|10/13/2013 10:39:02|dir|149||22101|4|Desktop\{CLSID_SkyDrive}\Documents\New folder\|Shell\BagMRU\10\1\0||10/13/2013 10:39:01.186
10/21/2013 20:05:25.591||10/13/2013 10:39:02|10/13/2013 10:39:02|10/13/2013 10:39:02|dir|150||22101|4|Desktop\{CLSID_SkyDrive}\Documents\Old Documents\|Shell\BagMRU\10\1\1||10/13/2013 10:39:04.624
10/21/2013 20:05:25.591||10/17/2013 19:20:44|10/17/2013 19:20:44|10/17/2013 19:20:44|dir|164||19940|8|Desktop\{CLSID_SkyDrive}\Documents\Skype Transfer Files\|Shell\BagMRU\10\1\2||10/21/2013 17:40:10.872; 10/17/2013 21:07:06.715; 10/17/2013 21:07:06.660; 10/17/2013 19:23:57.844; 10/17/2013 19:20:53.769; 10/17/2013 19:20:53.768
10/21/2013 20:05:25.591||10/21/2013 19:55:26|10/21/2013 19:55:26|10/21/2013 19:55:24|dir|230||21705|37|Desktop\{CLSID_SkyDrive}\Documents\Templates\|Shell\BagMRU\10\1\4||10/21/2013 19:55:29.518; 10/21/2013 19:55:28.143
10/21/2013 20:05:25.591||10/21/2013 19:55:32|10/21/2013 19:55:32|10/21/2013 19:55:28|dir|231||24687|2181|Desktop\{CLSID_SkyDrive}\Documents\Workshop\|Shell\BagMRU\10\1\5||10/21/2013 19:55:45.586; 10/21/2013 19:55:43.773
